0.0000,-0.0906,0.0000
1.0000,0.3076,0.0000
2.0000,-0.7301,0.0000
3.0000,-0.4551,0.0000
4.0000,-0.4794,0.0000
5.0000,-0.6436,0.0000
6.0000,0.4558,0.0000
7.0000,-0.7300,0.0000
8.0000,-0.0673,0.0000
9.0000,0.2025,0.0000
10.0000,0.7440,0.0000
11.0000,0.1795,0.0000
12.0000,0.0304,0.0000
13.0000,0.8056,0.0000
14.0000,0.6130,0.0000
15.0000,-0.5942,0.0000
16.0000,0.3204,0.0000
17.0000,-0.2222,0.0000
18.0000,0.3284,0.0000
19.0000,0.2590,0.0000
20.0000,0.4522,0.0000
21.0000,0.6583,0.0000
22.0000,-0.0029,0.0000
23.0000,0.1498,0.0000
24.0000,-0.5834,0.0000
25.0000,-0.4201,0.0000
26.0000,0.6258,0.0000
27.0000,-0.2988,0.0000
28.0000,-0.6494,0.0000
29.0000,-0.4597,0.0000
30.0000,-0.7186,0.0000
31.0000,-0.2455,0.0000
32.0000,0.8612,0.0000
33.0000,0.8989,0.0000
34.0000,0.9971,0.0000
35.0000,0.2455,0.0000
36.0000,-0.2477,0.0000
37.0000,-0.9902,0.0000
38.0000,-0.4707,0.0000
39.0000,0.8787,0.0000
40.0000,0.1015,0.0000
41.0000,0.6459,0.0000
42.0000,-0.2576,0.0000
43.0000,-0.4543,0.0000
44.0000,-0.3484,0.0000
45.0000,-0.3472,0.0000
46.0000,-0.6861,0.0000
47.0000,0.2850,0.0000
48.0000,-0.9369,0.0000
49.0000,-0.0594,0.0000
50.0000,-0.8089,0.0000
51.0000,-0.5152,0.0000
52.0000,0.6297,0.0000
53.0000,0.4873,0.0000
54.0000,-0.1405,0.0000
55.0000,-0.4838,0.0000
56.0000,-0.3714,0.0000
57.0000,0.6075,0.0000
58.0000,0.0246,0.0000
59.0000,-0.4521,0.0000
60.0000,0.0434,0.0000
61.0000,-0.1274,0.0000
62.0000,0.7689,0.0000
63.0000,0.7564,0.0000
64.0000,-0.3956,0.0000
65.0000,0.9131,0.0000
66.0000,-0.4609,0.0000
67.0000,0.9432,0.0000
68.0000,-0.6247,0.0000
69.0000,0.6288,0.0000
70.0000,0.0116,0.0000
71.0000,-0.0310,0.0000
72.0000,0.0821,0.0000
73.0000,-0.5240,0.0000
74.0000,-0.3081,0.0000
75.0000,-0.1828,0.0000
76.0000,0.6530,0.0000
77.0000,0.0079,0.0000
78.0000,0.3918,0.0000
79.0000,-0.9345,0.0000
80.0000,0.3576,0.0000
81.0000,-0.8161,0.0000
82.0000,-0.6701,0.0000
83.0000,0.7928,0.0000
84.0000,0.6197,0.0000
85.0000,-0.7198,0.0000
86.0000,-0.4563,0.0000
87.0000,0.6622,0.0000
88.0000,-0.8703,0.0000
89.0000,0.7234,0.0000
90.0000,-0.7321,0.0000
91.0000,-0.7959,0.0000
92.0000,0.4251,0.0000
93.0000,0.2981,0.0000
94.0000,-0.3919,0.0000
95.0000,0.8799,0.0000
96.0000,0.8053,0.0000
97.0000,-0.7926,0.0000
98.0000,0.1129,0.0000
99.0000,0.2730,0.0000
100.0000,0.6785,0.0000
101.0000,0.6643,0.0000
102.0000,-0.9897,0.0000
103.0000,-0.1815,0.0000
104.0000,0.8601,0.0000
105.0000,0.5910,0.0000
106.0000,0.3703,0.0000
107.0000,-0.5958,0.0000
108.0000,0.2799,0.0000
109.0000,0.1999,0.0000
110.0000,0.5620,0.0000
111.0000,0.0394,0.0000
112.0000,-0.7794,0.0000
113.0000,0.8876,0.0000
114.0000,-0.3161,0.0000
115.0000,-0.3910,0.0000
116.0000,-0.2184,0.0000
117.0000,-0.0025,0.0000
118.0000,-0.1728,0.0000
119.0000,-0.4998,0.0000
120.0000,-0.2237,0.0000
121.0000,-0.2353,0.0000
122.0000,0.8886,0.0000
123.0000,0.8833,0.0000
124.0000,0.2653,0.0000
125.0000,0.8606,0.0000
126.0000,-0.6192,0.0000
127.0000,-0.2984,0.0000
128.0000,-0.7619,0.0000
129.0000,0.2031,0.0000
130.0000,-0.7556,0.0000
131.0000,-0.0876,0.0000
132.0000,0.0629,0.0000
133.0000,-0.5405,0.0000
134.0000,0.6142,0.0000
135.0000,0.7210,0.0000
136.0000,-0.0427,0.0000
137.0000,0.7292,0.0000
138.0000,0.3183,0.0000
139.0000,0.6993,0.0000
140.0000,-0.5208,0.0000
141.0000,-0.8746,0.0000
142.0000,0.0561,0.0000
143.0000,-0.2821,0.0000
144.0000,0.9052,0.0000
145.0000,-0.0678,0.0000
146.0000,-0.6778,0.0000
147.0000,0.6763,0.0000
148.0000,0.4760,0.0000
149.0000,-0.1026,0.0000
150.0000,-0.2547,0.0000
151.0000,-0.8424,0.0000
152.0000,-0.3377,0.0000
153.0000,0.2226,0.0000
154.0000,-0.9084,0.0000
155.0000,0.8932,0.0000
156.0000,-0.8503,0.0000
157.0000,-0.5917,0.0000
158.0000,0.5834,0.0000
159.0000,-0.0669,0.0000
160.0000,0.2372,0.0000
161.0000,-0.8947,0.0000
162.0000,-0.1914,0.0000
163.0000,-0.3118,0.0000
164.0000,0.0329,0.0000
165.0000,-0.8514,0.0000
166.0000,0.9072,0.0000
167.0000,0.9401,0.0000
168.0000,0.7565,0.0000
169.0000,0.1579,0.0000
170.0000,0.6143,0.0000
171.0000,-0.0303,0.0000
172.0000,-0.1053,0.0000
173.0000,0.4681,0.0000
174.0000,-0.2572,0.0000
175.0000,-0.3558,0.0000
176.0000,-0.4532,0.0000
177.0000,0.4108,0.0000
178.0000,-0.1129,0.0000
179.0000,0.9736,0.0000
180.0000,-0.2670,0.0000
181.0000,0.4929,0.0000
182.0000,0.6697,0.0000
183.0000,0.8907,0.0000
184.0000,0.7596,0.0000
185.0000,0.8342,0.0000
186.0000,0.2425,0.0000
187.0000,-0.7743,0.0000
188.0000,0.8975,0.0000
189.0000,-0.1823,0.0000
190.0000,0.0331,0.0000
191.0000,0.9304,0.0000
192.0000,0.1753,0.0000
193.0000,0.9766,0.0000
194.0000,0.0518,0.0000
195.0000,-0.7789,0.0000
196.0000,-0.4719,0.0000
197.0000,0.6069,0.0000
198.0000,-0.8826,0.0000
199.0000,0.4989,0.0000
0.0000,-0.0906,0.0050
1.0000,0.2609,0.0050
2.0000,-0.7301,0.0050
3.0000,-0.4551,0.0050
4.0000,-0.4794,0.0050
5.0000,-0.6436,0.0050
6.0000,0.4558,0.0050
