user_id	opinion	raw_opinion	time
0.0	3	0.3025	0.0
127.0	3	0.4826	0.0
128.0	1	-0.2749	0.0
129.0	3	0.2899	0.0
130.0	3	0.3175	0.0
131.0	3	0.5585	0.0
132.0	0	-0.8047	0.0
133.0	2	-0.188	0.0
134.0	2	-0.0115	0.0
135.0	2	0.0514	0.0
136.0	1	-0.4125	0.0
137.0	3	0.5505	0.0
138.0	0	-0.6902	0.0
139.0	1	-0.5486	0.0
140.0	0	-0.9095	0.0
141.0	0	-0.9206	0.0
142.0	3	0.4739	0.0
143.0	3	0.2527	0.0
144.0	3	0.2791	0.0
145.0	1	-0.4879	0.0
146.0	3	0.5215	0.0
147.0	0	-0.6715	0.0
126.0	2	-0.0733	0.0
148.0	4	0.9817	0.0
125.0	0	-0.8614	0.0
123.0	3	0.4288	0.0
102.0	1	-0.2878	0.0
103.0	3	0.2647	0.0
104.0	3	0.3991	0.0
105.0	0	-0.6779	0.0
106.0	1	-0.3494	0.0
107.0	0	-0.9742	0.0
108.0	0	-0.9063	0.0
109.0	4	0.6163	0.0
110.0	0	-0.8781	0.0
111.0	0	-0.9369	0.0
112.0	2	0.0124	0.0
113.0	1	-0.3893	0.0
114.0	1	-0.4527	0.0
115.0	2	0.1534	0.0
116.0	0	-0.7108	0.0
117.0	2	0.1625	0.0
118.0	3	0.2364	0.0
119.0	1	-0.3499	0.0
120.0	3	0.32	0.0
121.0	4	0.8684	0.0
122.0	0	-0.7726	0.0
124.0	3	0.5881	0.0
150.0	0	-0.979	0.0
151.0	1	-0.392	0.0
152.0	0	-0.8808	0.0
179.0	0	-0.6834	0.0
180.0	4	0.8966	0.0
181.0	2	0.148	0.0
182.0	3	0.3456	0.0
183.0	3	0.5174	0.0
184.0	1	-0.4331	0.0
185.0	4	0.6295	0.0
186.0	3	0.445	0.0
187.0	4	0.9837	0.0
188.0	0	-0.834	0.0
189.0	3	0.3832	0.0
190.0	2	-0.1739	0.0
191.0	3	0.587	0.0
192.0	2	-0.0871	0.0
193.0	0	-0.8713	0.0
194.0	1	-0.5973	0.0
195.0	4	0.9889	0.0
196.0	4	0.9715	0.0
197.0	4	0.6156	0.0
198.0	1	-0.545	0.0
199.0	4	0.9626	0.0
178.0	0	-0.8377	0.0
177.0	0	-0.8176	0.0
176.0	2	0.1508	0.0
175.0	3	0.4755	0.0
153.0	1	-0.4737	0.0
154.0	4	0.9251	0.0
155.0	0	-0.957	0.0
156.0	4	0.9331	0.0
157.0	0	-0.9079	0.0
158.0	2	0.0037	0.0
159.0	1	-0.2693	0.0
160.0	2	0.0346	0.0
161.0	2	-0.0514	0.0
162.0	4	0.7412	0.0
101.0	1	-0.42	0.0
163.0	1	-0.5922	0.0
165.0	1	-0.5507	0.0
166.0	4	0.827	0.0
167.0	2	0.0701	0.0
168.0	1	-0.3042	0.0
169.0	0	-0.76	0.0
170.0	0	-0.9637	0.0
171.0	2	-0.0993	0.0
172.0	2	0.0441	0.0
173.0	4	0.9612	0.0
174.0	0	-0.8707	0.0
164.0	0	-0.696	0.0
100.0	0	-0.9365	0.0
149.0	2	-0.0653	0.0
98.0	1	-0.4232	0.0
27.0	0	-0.6708	0.0
28.0	1	-0.5009	0.0
29.0	4	0.7996	0.0
30.0	1	-0.3948	0.0
31.0	2	0.1536	0.0
32.0	2	0.0451	0.0
33.0	0	-0.8733	0.0
34.0	2	0.0287	0.0
35.0	3	0.3056	0.0
36.0	0	-0.6439	0.0
37.0	3	0.4541	0.0
38.0	4	0.751	0.0
39.0	3	0.5099	0.0
40.0	3	0.4514	0.0
41.0	3	0.3772	0.0
42.0	1	-0.5845	0.0
43.0	0	-0.6573	0.0
44.0	0	-0.6045	0.0
45.0	3	0.5342	0.0
46.0	2	0.0575	0.0
47.0	0	-0.9545	0.0
26.0	1	-0.5008	0.0
25.0	1	-0.4839	0.0
24.0	0	-0.6634	0.0
23.0	1	-0.3357	0.0
99.0	0	-0.652	0.0
2.0	4	0.61	0.0
3.0	2	0.1074	0.0
4.0	3	0.2348	0.0
5.0	1	-0.575	0.0
6.0	4	0.8473	0.0
7.0	4	0.915	0.0
8.0	4	0.7198	0.0
9.0	1	-0.3107	0.0
10.0	1	-0.4564	0.0
48.0	4	0.6258	0.0
11.0	0	-0.7427	0.0
13.0	1	-0.2082	0.0
14.0	0	-0.8645	0.0
15.0	3	0.3033	0.0
16.0	4	0.8899	0.0
17.0	0	-0.6307	0.0
18.0	2	-0.005	0.0
19.0	3	0.2687	0.0
20.0	1	-0.4262	0.0
21.0	1	-0.5415	0.0
22.0	2	-0.0884	0.0
12.0	4	0.8105	0.0
49.0	3	0.3249	0.0
1.0	3	0.2803	0.0
85.0	0	-0.6738	0.0
76.0	0	-0.6696	0.0
77.0	0	-0.8764	0.0
79.0	4	0.8512	0.0
80.0	2	0.0766	0.0
81.0	4	0.9048	0.0
82.0	4	0.6635	0.0
83.0	3	0.2433	0.0
84.0	0	-0.7033	0.0
50.0	4	0.9602	0.0
86.0	3	0.4474	0.0
87.0	4	0.971	0.0
88.0	3	0.5476	0.0
89.0	2	0.0412	0.0
90.0	2	0.0564	0.0
91.0	1	-0.2667	0.0
92.0	1	-0.5167	0.0
93.0	3	0.599	0.0
94.0	0	-0.8651	0.0
95.0	3	0.3285	0.0
96.0	4	0.8372	0.0
97.0	2	-0.1217	0.0
75.0	4	0.81	0.0
74.0	4	0.7879	0.0
78.0	2	-0.0718	0.0
72.0	1	-0.4629	0.0
51.0	4	0.749	0.0
52.0	0	-0.9786	0.0
53.0	1	-0.263	0.0
54.0	1	-0.3755	0.0
55.0	0	-0.647	0.0
56.0	2	-0.0895	0.0
73.0	1	-0.4047	0.0
58.0	1	-0.4172	0.0
59.0	1	-0.3867	0.0
60.0	1	-0.2421	0.0
61.0	0	-0.6896	0.0
57.0	0	-0.851	0.0
63.0	3	0.5838	0.0
62.0	2	-0.0083	0.0
70.0	1	-0.4146	0.0
69.0	2	0.0005	0.0
68.0	3	0.5434	0.0
71.0	2	-0.1665	0.0
66.0	0	-0.7827	0.0
65.0	0	-0.9961	0.0
64.0	0	-0.8471	0.0
67.0	4	0.8342	0.0
135.0	2	0.0514	0.005
127.0	3	0.4826	0.005
128.0	1	-0.2749	0.005
129.0	3	0.2899	0.005
130.0	3	0.4065	0.005
131.0	3	0.5585	0.005
132.0	0	-0.8047	0.005
133.0	2	-0.188	0.005
134.0	2	-0.0115	0.005
136.0	1	-0.4125	0.005
101.0	1	-0.42	0.005
138.0	0	-0.6902	0.005
139.0	1	-0.5486	0.005
140.0	0	-0.9095	0.005
141.0	0	-0.9206	0.005
142.0	3	0.4739	0.005
143.0	3	0.2527	0.005
144.0	3	0.2791	0.005
145.0	1	-0.4879	0.005
146.0	3	0.5215	0.005
147.0	0	-0.6715	0.005
137.0	3	0.4745	0.005
126.0	2	-0.0733	0.005
102.0	1	-0.3715	0.005
124.0	3	0.5881	0.005
148.0	4	0.9817	0.005
103.0	3	0.2647	0.005
104.0	3	0.3991	0.005
105.0	0	-0.6779	0.005
106.0	1	-0.3494	0.005
107.0	0	-0.9742	0.005
108.0	0	-0.9063	0.005
109.0	4	0.6163	0.005
110.0	0	-0.8781	0.005
111.0	0	-0.9369	0.005
125.0	0	-0.8614	0.005
112.0	2	0.0124	0.005
