user_id	opinion	raw_opinion	time
0.0	2	-0.0906	0.0
127.0	1	-0.2984	0.0
128.0	0	-0.7619	0.0
129.0	3	0.2031	0.0
130.0	0	-0.7556	0.0
131.0	2	-0.0876	0.0
132.0	2	0.0629	0.0
133.0	1	-0.5405	0.0
134.0	4	0.6142	0.0
135.0	4	0.721	0.0
136.0	2	-0.0427	0.0
137.0	4	0.7292	0.0
138.0	3	0.3183	0.0
139.0	4	0.6993	0.0
140.0	1	-0.5208	0.0
141.0	0	-0.8746	0.0
142.0	2	0.0561	0.0
143.0	1	-0.2821	0.0
144.0	4	0.9052	0.0
145.0	2	-0.0678	0.0
146.0	0	-0.6778	0.0
147.0	4	0.6763	0.0
126.0	0	-0.6192	0.0
148.0	3	0.476	0.0
125.0	4	0.8606	0.0
123.0	4	0.8833	0.0
102.0	0	-0.9897	0.0
103.0	2	-0.1815	0.0
104.0	4	0.8601	0.0
105.0	3	0.591	0.0
106.0	3	0.3703	0.0
107.0	1	-0.5958	0.0
108.0	3	0.2799	0.0
109.0	2	0.1999	0.0
110.0	3	0.562	0.0
111.0	2	0.0394	0.0
112.0	0	-0.7794	0.0
113.0	4	0.8876	0.0
114.0	1	-0.3161	0.0
115.0	1	-0.391	0.0
116.0	1	-0.2184	0.0
117.0	2	-0.0025	0.0
118.0	2	-0.1728	0.0
119.0	1	-0.4998	0.0
120.0	1	-0.2237	0.0
121.0	1	-0.2353	0.0
122.0	4	0.8886	0.0
124.0	3	0.2653	0.0
150.0	1	-0.2547	0.0
151.0	0	-0.8424	0.0
152.0	1	-0.3377	0.0
179.0	4	0.9736	0.0
180.0	1	-0.267	0.0
181.0	3	0.4929	0.0
182.0	4	0.6697	0.0
183.0	4	0.8907	0.0
184.0	4	0.7596	0.0
185.0	4	0.8342	0.0
186.0	3	0.2425	0.0
187.0	0	-0.7743	0.0
188.0	4	0.8975	0.0
189.0	2	-0.1823	0.0
190.0	2	0.0331	0.0
191.0	4	0.9304	0.0
192.0	2	0.1753	0.0
193.0	4	0.9766	0.0
194.0	2	0.0518	0.0
195.0	0	-0.7789	0.0
196.0	1	-0.4719	0.0
197.0	4	0.6069	0.0
198.0	0	-0.8826	0.0
199.0	3	0.4989	0.0
178.0	2	-0.1129	0.0
177.0	3	0.4108	0.0
176.0	1	-0.4532	0.0
175.0	1	-0.3558	0.0
153.0	3	0.2226	0.0
154.0	0	-0.9084	0.0
155.0	4	0.8932	0.0
156.0	0	-0.8503	0.0
157.0	1	-0.5917	0.0
158.0	3	0.5834	0.0
159.0	2	-0.0669	0.0
160.0	3	0.2372	0.0
161.0	0	-0.8947	0.0
162.0	2	-0.1914	0.0
101.0	4	0.6643	0.0
163.0	1	-0.3118	0.0
165.0	0	-0.8514	0.0
166.0	4	0.9072	0.0
167.0	4	0.9401	0.0
168.0	4	0.7565	0.0
169.0	2	0.1579	0.0
170.0	4	0.6143	0.0
171.0	2	-0.0303	0.0
172.0	2	-0.1053	0.0
173.0	3	0.4681	0.0
174.0	1	-0.2572	0.0
164.0	2	0.0329	0.0
100.0	4	0.6785	0.0
149.0	2	-0.1026	0.0
98.0	2	0.1129	0.0
27.0	1	-0.2988	0.0
28.0	0	-0.6494	0.0
29.0	1	-0.4597	0.0
30.0	0	-0.7186	0.0
31.0	1	-0.2455	0.0
32.0	4	0.8612	0.0
33.0	4	0.8989	0.0
34.0	4	0.9971	0.0
35.0	3	0.2455	0.0
36.0	1	-0.2477	0.0
37.0	0	-0.9902	0.0
38.0	1	-0.4707	0.0
39.0	4	0.8787	0.0
40.0	2	0.1015	0.0
41.0	4	0.6459	0.0
42.0	1	-0.2576	0.0
43.0	1	-0.4543	0.0
44.0	1	-0.3484	0.0
45.0	1	-0.3472	0.0
46.0	0	-0.6861	0.0
47.0	3	0.285	0.0
26.0	4	0.6258	0.0
25.0	1	-0.4201	0.0
24.0	1	-0.5834	0.0
23.0	2	0.1498	0.0
99.0	3	0.273	0.0
2.0	0	-0.7301	0.0
3.0	1	-0.4551	0.0
4.0	1	-0.4794	0.0
5.0	0	-0.6436	0.0
6.0	3	0.4558	0.0
7.0	0	-0.73	0.0
8.0	2	-0.0673	0.0
9.0	3	0.2025	0.0
10.0	4	0.744	0.0
48.0	0	-0.9369	0.0
11.0	2	0.1795	0.0
13.0	4	0.8056	0.0
14.0	4	0.613	0.0
15.0	1	-0.5942	0.0
16.0	3	0.3204	0.0
17.0	1	-0.2222	0.0
18.0	3	0.3284	0.0
19.0	3	0.259	0.0
20.0	3	0.4522	0.0
21.0	4	0.6583	0.0
22.0	2	-0.0029	0.0
12.0	2	0.0304	0.0
49.0	2	-0.0594	0.0
1.0	3	0.3076	0.0
85.0	0	-0.7198	0.0
76.0	4	0.653	0.0
77.0	2	0.0079	0.0
79.0	0	-0.9345	0.0
80.0	3	0.3576	0.0
81.0	0	-0.8161	0.0
82.0	0	-0.6701	0.0
83.0	4	0.7928	0.0
84.0	4	0.6197	0.0
50.0	0	-0.8089	0.0
86.0	1	-0.4563	0.0
87.0	4	0.6622	0.0
88.0	0	-0.8703	0.0
89.0	4	0.7234	0.0
90.0	0	-0.7321	0.0
91.0	0	-0.7959	0.0
92.0	3	0.4251	0.0
93.0	3	0.2981	0.0
94.0	1	-0.3919	0.0
95.0	4	0.8799	0.0
96.0	4	0.8053	0.0
97.0	0	-0.7926	0.0
75.0	2	-0.1828	0.0
74.0	1	-0.3081	0.0
78.0	3	0.3918	0.0
72.0	2	0.0821	0.0
51.0	1	-0.5152	0.0
52.0	4	0.6297	0.0
53.0	3	0.4873	0.0
54.0	2	-0.1405	0.0
55.0	1	-0.4838	0.0
56.0	1	-0.3714	0.0
73.0	1	-0.524	0.0
58.0	2	0.0246	0.0
59.0	1	-0.4521	0.0
60.0	2	0.0434	0.0
61.0	2	-0.1274	0.0
57.0	4	0.6075	0.0
63.0	4	0.7564	0.0
62.0	4	0.7689	0.0
70.0	2	0.0116	0.0
69.0	4	0.6288	0.0
68.0	0	-0.6247	0.0
71.0	2	-0.031	0.0
66.0	1	-0.4609	0.0
65.0	4	0.9131	0.0
64.0	1	-0.3956	0.0
67.0	4	0.9432	0.0
135.0	4	0.721	0.005
127.0	1	-0.2984	0.005
128.0	0	-0.7391	0.005
129.0	2	0.1734	0.005
130.0	0	-0.7556	0.005
131.0	2	-0.0876	0.005
132.0	2	0.0629	0.005
133.0	1	-0.5405	0.005
134.0	4	0.664	0.005
136.0	2	-0.0427	0.005
101.0	4	0.6643	0.005
138.0	3	0.3183	0.005
139.0	4	0.6993	0.005
140.0	1	-0.5208	0.005
141.0	0	-0.8746	0.005
142.0	2	0.0561	0.005
143.0	1	-0.2821	0.005
144.0	4	0.9052	0.005
145.0	2	-0.0678	0.005
146.0	0	-0.6778	0.005
147.0	4	0.6763	0.005
137.0	4	0.7292	0.005
126.0	0	-0.6192	0.005
102.0	0	-0.9897	0.005
124.0	3	0.2653	0.005
148.0	3	0.476	0.005
103.0	2	-0.1815	0.005
104.0	4	0.8601	0.005
105.0	3	0.591	0.005
106.0	3	0.3703	0.005
107.0	1	-0.5958	0.005
108.0	3	0.2799	0.005
109.0	2	0.1999	0.005
110.0	3	0.562	0.005
111.0	2	0.0394	0.005
125.0	4	0.9036	0.005
112.0	0	-0.7794	0.005
114.0	1	-0.3161	0.005
115.0	1	-0.4291	0.005
116.0	1	-0.2184	0.005
117.0	2	-0.0025	0.005
118.0	2	-0.1728	0.005
119.0	1	-0.4998	0.005
120.0	1	-0.2237	0.005
121.0	1	-0.2353	0.005
122.0	4	0.8886	0.005
123.0	4	0.8833	0.005
113.0	4	0.8876	0.005
150.0	1	-0.2547	0.005
174.0	1	-0.2572	0.005
152.0	1	-0.3377	0.005
179.0	4	0.9736	0.005
180.0	1	-0.267	0.005
181.0	3	0.4929	0.005
182.0	4	0.6697	0.005
183.0	4	0.8907	0.005
184.0	4	0.7596	0.005
185.0	4	0.8342	0.005
186.0	3	0.2425	0.005
187.0	0	-0.7743	0.005
188.0	4	0.8975	0.005
189.0	2	-0.1823	0.005
190.0	2	0.0331	0.005
191.0	4	0.9304	0.005
192.0	2	0.1753	0.005
193.0	4	0.9766	0.005
194.0	2	0.0518	0.005
195.0	0	-0.7789	0.005
196.0	1	-0.4719	0.005
197.0	4	0.6069	0.005
198.0	0	-0.8826	0.005
199.0	3	0.4989	0.005
178.0	2	-0.1129	0.005
151.0	0	-0.8424	0.005
177.0	3	0.4108	0.005
175.0	1	-0.3558	0.005
153.0	3	0.2226	0.005
154.0	0	-0.9084	0.005
155.0	4	0.8932	0.005
156.0	0	-0.8503	0.005
157.0	1	-0.5917	0.005
158.0	3	0.5834	0.005
159.0	2	-0.0669	0.005
160.0	2	0.195	0.005
161.0	0	-0.8947	0.005
162.0	2	-0.1914	0.005
163.0	1	-0.3118	0.005
164.0	2	0.0329	0.005
165.0	0	-0.8514	0.005
166.0	4	0.9072	0.005
167.0	4	0.9401	0.005
168.0	4	0.7565	0.005
169.0	2	0.1579	0.005
170.0	4	0.6587	0.005
171.0	2	-0.0303	0.005
172.0	2	-0.1053	0.005
173.0	3	0.4681	0.005
176.0	1	-0.4532	0.005
100.0	4	0.6785	0.005
149.0	2	-0.1026	0.005
98.0	2	0.1129	0.005
27.0	1	-0.2988	0.005
28.0	0	-0.6494	0.005
29.0	1	-0.4597	0.005
30.0	0	-0.7186	0.005
31.0	1	-0.2455	0.005
32.0	4	0.8612	0.005
33.0	4	0.8989	0.005
34.0	4	0.9971	0.005
35.0	3	0.2455	0.005
36.0	1	-0.2477	0.005
37.0	0	-0.9902	0.005
38.0	1	-0.4707	0.005
39.0	4	0.8787	0.005
40.0	2	0.1015	0.005
41.0	4	0.6459	0.005
42.0	1	-0.2576	0.005
43.0	1	-0.4543	0.005
44.0	1	-0.3484	0.005
45.0	1	-0.3165	0.005
46.0	0	-0.6861	0.005
47.0	3	0.285	0.005
26.0	4	0.6258	0.005
25.0	1	-0.4201	0.005
